assists,damages,deaths,denies,duration,hero_id,isRadiant,is_win,kda,kills,last_hits,match_id,radiant_win
5,,8,1,2388,25,false,true,0,1,39,255393227,false
14,,13,9,2569,17,false,true,1,7,135,255352317,false
6,,0,5,998,21,true,true,10,4,36,240895981,true
13,,1,11,1732,17,false,true,12,11,108,246056217,false
1,,13,11,2112,11,true,false,0,4,155,247602354,false
14,,13,9,2569,17,false,true,1,7,135,255352317,false
5,,8,1,2388,25,false,true,0,1,39,255393227,false
16,,10,0,3536,14,false,true,2,13,101,302813580,false
3,,4,11,1325,11,true,true,2,7,81,277139757,true
11,,7,3,2132,54,false,false,1,3,123,318846583,true
6,,11,15,1725,11,false,false,0,5,87,318903950,true
11,,15,4,2481,81,true,false,1,5,62,320269976,false
5,,10,9,2369,11,false,false,1,8,191,319109193,true
24,,2,1,1799,86,true,true,10,8,29,320866859,true
18,,9,10,2222,23,false,true,2,7,126,326564606,false
1,,9,6,1230,11,false,false,0,2,51,326608027,true
8,,15,0,2619,2,true,false,0,7,96,402393193,false
17,,8,13,2897,63,false,true,3,12,293,402348499,false
12,,12,16,3049,54,false,false,1,7,207,403428829,true
7,,12,10,2453,39,false,true,0,4,127,404666109,false
20,,17,8,3393,98,true,false,1,12,175,404722663,false
10,,10,12,2756,23,true,false,2,14,250,409134073,false
15,,17,8,3480,17,false,true,1,11,174,409174870,false
17,,8,1,2701,7,true,true,3,12,90,410241728,true
19,,2,11,2174,9,true,true,10,13,128,411330626,true
18,,13,21,3030,47,true,true,2,17,165,411363568,true
9,,16,0,2668,14,true,true,1,12,40,414026201,true
12,,15,3,2363,23,true,false,1,7,92,410281821,false
12,,11,8,2668,21,true,true,2,12,145,415555274,true
8,,3,27,1258,11,true,true,5,15,128,415621803,true
26,,10,3,2678,102,false,true,3,9,91,416454834,false
21,,10,2,2436,16,false,true,2,4,70,416496375,false
5,,8,2,1714,69,false,false,1,4,131,416537857,true
23,,2,16,2175,63,true,true,13,18,237,417597255,true
9,,2,3,1341,7,true,true,6,10,44,417635011,true
9,,14,8,3468,13,false,true,1,6,178,416569809,false
13,,17,4,2286,7,true,false,1,6,35,418819351,false
26,,6,11,2281,51,false,true,6,17,119,417913434,false
4,,9,17,2498,74,false,false,0,5,164,418754222,true
9,,6,7,1673,46,true,true,2,5,84,417663675,true
7,,9,15,2209,46,true,false,1,5,119,418878876,false
7,,6,16,1506,72,true,false,1,1,83,425969355,false
2,,3,13,856,23,false,false,1,4,37,419944370,true
22,,14,6,2562,17,false,true,2,13,136,418940721,false
20,25361,9,4,2577,93,false,true,3,18,248,426001077,false
11,,4,7,1301,73,false,true,3,8,46,426055347,false
3,,11,10,1938,74,true,false,0,2,69,427407847,false
10,,4,7,1750,8,false,true,4,12,135,426082153,false
14,,9,24,2605,54,false,false,2,14,223,427439841,true
10,,3,15,1369,47,false,true,5,12,92,427486248,false
10,,10,18,2013,11,true,false,1,1,203,427517527,false
18,,12,16,3256,17,false,true,3,21,153,427559957,false
14,,9,16,2387,48,true,false,2,8,217,427624763,false
13,,6,13,2664,17,true,true,4,16,144,429081459,true
10,,16,11,3069,98,false,true,1,18,144,429131677,false
9,,16,13,2086,74,false,false,0,3,78,433218710,true
10,,3,6,2129,9,false,true,3,3,46,433270877,false
7,,10,2,2172,67,false,false,1,4,157,435203103,true
17,,2,3,1811,65,true,true,8,9,85,437966068,true
12,,13,23,3213,63,false,true,1,6,256,433327621,false
3,,12,1,1949,14,true,false,0,6,30,437994954,false
0,,6,2,2020,11,true,false,0,0,21,462522175,false
8,,3,7,1699,47,true,true,4,10,84,467142956,true
4,,6,4,1136,11,false,false,0,0,13,467179488,true
8,,3,21,1568,18,true,true,2,2,139,468531569,true
7,,9,6,2523,11,true,false,1,5,200,468573423,false
2,,7,1,1411,9,false,false,0,5,43,473478920,true
16,,8,14,2779,11,false,true,3,19,269,473514626,false
21,,5,15,2394,11,false,true,4,8,160,473702573,false
1,,8,1,2806,11,false,false,0,0,7,473686321,true
5,,8,5,1505,11,false,false,0,1,24,473774954,true
19,,2,5,1402,13,true,true,9,8,66,477678501,true
6,,3,11,2616,46,true,true,4,13,269,477699528,true
11,,10,5,2386,21,true,true,2,11,128,478999388,true
6,,7,16,1953,74,true,false,1,2,89,479031951,false
12,,7,19,2814,39,true,false,4,20,270,480519574,false
12,,7,12,1881,13,true,true,3,17,108,480579961,true
12,,6,31,2033,11,true,true,4,16,212,482008888,true
17,,5,5,2026,93,false,true,5,17,130,482059806,false
9,,6,12,1842,11,true,true,4,23,155,482119142,true
17,,5,20,2196,74,true,true,4,11,136,482233913,true
19,,4,5,1726,7,true,true,5,9,59,483510753,true
7,,4,10,1616,46,false,true,3,12,165,482178774,false
7,,11,3,1345,40,false,false,0,0,65,483568683,true
0,,0,18,398,74,true,true,1,1,25,822885470,true
31,,8,3,2908,14,false,true,5,19,84,824987654,false
3,,13,2,2207,44,false,false,0,6,64,824554141,true
7,,14,14,3150,34,true,true,1,11,227,825257757,true
9,,14,26,2023,74,false,false,1,8,103,825196072,true
6,,4,17,1829,93,true,true,7,32,146,832451317,true
11,,2,6,1737,67,true,false,5,6,75,832494437,false
6,,3,9,1188,39,false,true,6,21,101,840036738,false
2,,1,1,608,29,true,true,3,4,24,864175212,true
8,,7,1,1728,7,true,true,2,12,69,864193569,true
2,,2,0,455,45,false,true,0,0,6,1050436758,false
4,,7,1,1133,105,true,false,0,2,15,1050467978,false
7,,14,10,2339,13,true,false,1,10,106,1050508803,false
4,,6,7,1974,11,true,false,0,1,107,888286558,false
18,,12,4,3026,16,false,false,2,9,82,1052762912,true
5,,1,8,1978,54,true,true,5,5,183,1052713750,true
17,,11,18,3370,17,false,true,3,23,271,1052841449,false
5,,11,16,2458,36,true,false,0,5,195,1057829517,false
11,,15,2,2619,26,false,false,1,8,35,1057946328,true
7,,3,25,1733,11,false,true,4,11,217,1058077859,false
13,,4,9,2141,39,true,true,5,12,162,1064457717,true
7,,6,6,1391,17,true,true,1,5,102,1064541769,true
6,,9,23,3084,63,true,false,1,6,350,1070737722,false
2,,1,34,2082,46,true,true,7,13,325,1073200375,true
2,,19,15,2516,46,false,false,0,2,165,1073313895,true
19,,8,16,2748,17,false,true,3,16,227,1078001485,false
4,,5,22,1800,46,true,false,2,8,144,1077525326,false
8,,11,25,2883,74,true,true,2,17,164,1078108948,true
7,,4,13,2076,46,false,true,2,6,228,1083435496,false
9,,5,15,1794,46,false,true,3,11,178,1083496255,false
1,,3,25,1204,10,true,true,1,6,105,1083547862,true
18,,15,0,2937,14,false,false,1,7,35,1083583918,true
31,,8,2,2492,13,true,true,4,7,94,1092568104,true
24,,12,21,4475,74,false,false,3,22,275,1092661194,true
11,,2,10,1796,10,true,true,7,10,237,1096571779,true
8,,10,5,2418,74,false,false,1,6,96,1096623404,true
14,,11,7,3462,41,false,true,2,19,297,1110311453,false
12,,12,22,2635,11,true,false,1,13,269,1119560017,false
5,,5,12,2407,8,false,true,4,20,290,1119467123,false
5,,5,21,1906,46,false,true,4,23,208,1110404543,false
3,,6,2,2065,9,true,false,1,4,68,1122194479,false
8,,4,12,1608,46,true,true,4,14,141,1122284090,true
22,,6,5,2403,106,false,true,4,7,154,1122362001,false
17,,1,12,2192,17,true,true,18,19,236,1127198702,true
9,,6,16,1729,39,true,true,3,17,131,1127129096,true
7,,5,15,2519,10,false,false,4,17,253,1127296600,true
5,,7,4,2369,17,true,false,2,14,165,1129689345,false
10,,3,3,2078,7,false,false,4,9,54,1131938237,true
13,,8,22,2444,8,false,true,2,13,249,1148865860,false
15,,5,4,1601,17,false,true,3,6,87,1148976901,false
13,,5,21,1951,46,false,true,5,21,157,1150748616,false
18,,11,9,3053,17,false,true,3,19,218,1150899254,false
4,,5,15,1931,17,true,true,3,18,152,1150823344,true
11,,7,16,2042,17,true,true,3,20,164,1153483007,true
12,,12,25,3047,72,false,false,1,12,349,1155854378,true
10,,4,21,1692,17,false,true,5,18,148,1159772846,false
6,,10,9,2129,93,false,true,1,8,138,1153578240,false
8,,16,19,2367,39,true,false,0,6,116,1155970164,false
7,,1,21,1497,39,false,true,7,8,127,1162218753,false
9,,5,17,2296,46,false,true,3,9,269,1162469703,false
24,,4,4,2321,42,false,true,6,9,160,1162370735,false
4,,8,12,2342,1,true,true,1,8,309,1162269009,true
11,,5,30,2724,46,true,true,5,22,303,1168700327,true
5,,4,34,2426,46,true,true,6,29,273,1169291819,true
4,,7,40,2317,11,false,true,1,10,324,1168799113,false
5,,10,13,3287,8,false,true,2,18,310,1171513164,false
14,,7,5,1851,101,false,true,3,11,46,1168631136,false
18,,3,23,1906,46,true,true,7,12,198,1171647191,true
2,,3,30,2612,10,true,true,4,16,341,1171915241,true
13,,5,5,2758,62,false,true,5,21,105,1177912600,false
5,,16,12,1542,93,false,false,0,1,63,1172041626,true
11,,6,21,2680,39,true,true,4,21,218,1177830244,true
8,,6,8,1739,41,true,true,1,1,149,1181693293,true
10,,9,12,2201,11,false,true,2,13,215,1181771958,false
24,,3,2,1824,7,false,true,7,5,37,1181732209,false
3,,7,25,2143,46,false,false,1,8,216,1181823998,true
6,,7,29,2388,46,true,false,2,16,204,1186954374,false
1,,6,10,1915,46,false,false,0,3,148,1187042603,true
19,,4,1,2186,7,false,true,4,4,35,1187130246,false
7,,3,12,2170,17,false,true,8,27,195,1187302755,false
7,,0,20,1139,95,false,true,19,12,110,1193892985,false
16,,9,1,2411,101,true,false,2,8,32,1193948832,false
12,,4,16,1701,95,false,true,4,9,141,1196477996,false
20,,2,15,2128,95,false,true,11,14,228,1194081207,false
7,,11,9,3077,21,true,false,0,2,127,1196553776,false
20,,10,7,3007,21,true,true,3,19,141,1196704613,true
9,,4,10,2237,21,false,true,4,11,221,1203645506,false
22,,10,4,3425,75,false,true,2,9,114,1203797200,false
13,,10,5,2710,21,false,false,2,15,158,1204815880,true
11,,9,9,2395,17,false,true,2,12,169,1204677236,false
11,,4,20,2099,63,true,true,3,8,171,1210806334,true
4,,6,23,2331,41,true,false,1,4,175,1210867075,false
14,,3,0,1770,16,false,true,4,5,102,1231594620,false
8,,2,8,1749,11,true,true,5,9,187,1233489743,true
3,,8,14,1935,11,false,false,1,6,200,1233578359,true
7,,9,27,2724,11,true,false,2,18,321,1243562592,false
9,,8,7,2307,8,false,true,2,9,214,1243732548,false
2,,13,10,1867,17,true,false,0,2,103,1243863586,false
7,,12,18,2750,11,true,false,0,3,281,1256532320,false
6,,4,14,2509,8,false,true,5,20,250,1256788708,false
11,,6,18,2980,39,true,false,4,18,325,1257000775,false
10,,6,17,1889,17,true,true,2,9,172,1259667675,true
4,,1,15,1434,95,false,true,5,6,137,1259836078,false
4,,9,3,1975,8,true,false,1,7,149,1260473378,false
15,,9,25,2646,17,true,true,2,5,254,1259916188,true
8,,4,4,1848,93,false,true,6,25,136,1260608758,false
3,,11,18,2235,11,true,false,0,5,255,1263760283,false
7,,4,14,2635,95,false,true,4,15,343,1276377497,false
4,,11,12,1972,11,false,false,1,10,175,1276522761,true
16,,3,11,2180,17,true,true,6,11,225,1278390747,true
5,,9,13,2422,11,false,false,1,14,256,1278498800,true
16,,7,12,2462,17,true,true,3,13,240,1278597709,true
10,,9,9,3789,95,true,false,1,9,440,1278707469,false
3,,4,31,3860,10,false,false,3,15,582,1278903440,true
12,,2,12,2231,17,false,true,9,17,204,1279105778,false
4,,7,21,1728,11,true,false,1,8,188,1279258106,false
13,,4,2,2442,97,true,false,4,10,98,1279424653,false
13,,3,15,2459,17,true,true,5,10,298,1282098971,true
11,,8,23,3162,11,true,true,3,19,397,1282496901,true
21,,5,15,2089,17,false,true,5,10,178,1285765506,false
14,,2,11,1945,17,true,true,8,11,185,1285924492,true
10,,3,13,1864,95,false,true,4,9,224,1286056636,false
6,,6,12,2267,11,true,false,2,11,197,1286175696,false
16,,5,7,1757,17,false,true,5,18,146,1288539122,false
7,,12,18,2300,11,true,false,1,15,219,1288659958,false
16,,5,25,2678,17,false,true,7,26,226,1289045193,false
9,,6,24,1955,95,false,false,2,5,206,1289270429,true
4,,1,14,1799,25,false,true,12,20,202,1289373201,false
6,,13,10,2549,17,true,false,0,7,235,1289478322,false
11,,4,18,1699,17,false,true,5,14,172,1290861588,false
10,,6,41,1974,11,true,true,3,14,208,1291000808,true
8,,1,12,1597,39,true,true,7,7,123,1291068243,true
9,,4,21,1636,11,false,true,3,6,199,1291802238,false
17,,8,9,2639,95,false,true,4,19,289,1291892883,false
8,,9,12,1809,17,false,false,1,9,91,1291698407,true
8,,1,45,1813,95,true,true,10,12,249,1292035938,true
12,,2,10,2067,17,false,true,11,23,149,1293293133,false
9,,1,21,2396,95,true,true,7,6,285,1293405855,true
14,19579,4,22,2300,95,true,true,5,14,268,1293573985,true
12,,5,17,1811,17,false,true,4,15,173,1293496141,false
3,,7,8,1600,8,false,false,0,4,141,1293703182,true
11,,5,30,2446,11,false,true,5,21,293,1293799760,false
9,,5,47,2652,8,false,true,3,10,338,1295671043,false
5,,2,8,1198,95,true,true,2,2,130,1295968082,true
10,,4,18,2041,11,true,true,5,16,202,1296039803,true
5,,4,24,1856,11,false,true,4,18,194,1296129443,false
8,,7,20,3063,95,true,false,2,9,363,1296228253,false
7,,5,19,2136,11,true,true,4,17,277,1300579940,true
18,,8,38,2708,35,true,true,4,23,283,1300685055,true
9,,16,4,1846,21,false,false,0,2,58,1301228798,true
14,,10,5,1695,17,false,false,1,4,96,1324911047,true
18,,5,0,2114,7,true,true,5,12,47,1327255554,true
9,,5,1,2936,8,true,true,4,19,255,1331926999,true
13,,3,6,2047,17,false,true,7,17,175,1332090328,false
7,,5,30,2200,17,true,true,2,8,220,1332189472,true
22,,5,35,2561,95,false,true,5,12,301,1337398557,false
9,,2,6,2074,8,true,true,5,6,200,1337564526,true
6,,5,11,1763,95,false,false,3,13,150,1337700204,true
4,,0,16,1382,8,true,true,10,6,167,1340673018,true
12,,3,17,1820,17,false,true,4,4,181,1342274905,false
7,,1,10,1452,17,false,true,9,12,113,1344792874,false
9,,10,27,3046,8,true,false,3,27,342,1344861805,false
20,,9,10,3234,17,true,true,3,14,317,1353088589,true
9,,7,11,2509,95,true,false,3,16,262,1352939298,false
7,,9,27,2362,95,false,false,1,3,239,1363239845,true
1,,4,10,1325,17,false,false,0,1,118,1363333034,true
10,,9,0,2138,25,false,true,1,4,114,1363395544,false
9,,8,11,2581,17,false,false,1,6,244,1363490480,true
11,,6,14,2551,39,true,false,3,14,192,1363618898,false
11,,9,17,2876,11,true,true,2,18,320,1364007892,true
3,,5,9,1418,93,false,false,0,1,96,1364156466,true
11,,7,11,1915,17,true,true,2,11,149,1364237521,true
20,,4,31,2686,11,false,true,8,20,374,1364317364,false
7,,8,19,2570,11,false,false,2,14,272,1364431147,true
13,,8,2,3052,26,true,true,2,7,72,1365769558,true
7,,3,14,1831,8,true,true,4,10,215,1365915115,true
10,,1,29,1504,11,true,true,13,17,170,1368801668,true
11,,5,6,2246,17,false,true,3,10,221,1368685466,false
3,,1,18,1144,39,false,true,6,10,105,1368893469,false
6,,10,13,2069,11,false,false,1,9,198,1368970179,true
14,,3,19,1653,11,true,true,5,8,212,1369207524,true
3,,7,21,2034,11,true,false,1,8,232,1369257385,false
18,,9,9,2725,17,false,true,2,7,194,1369319782,false
26,,4,14,3048,39,false,true,7,13,234,1369418539,false
11,,0,18,1402,46,true,true,26,15,164,1369504248,true
7,,2,12,1724,46,false,true,5,8,200,1369530059,false
4,,3,8,1844,8,true,true,3,9,163,1369575736,true
12,,5,15,2007,95,false,true,3,7,222,1369614322,false
6,,7,13,3235,8,true,true,2,12,325,1369657365,true
3,,7,5,1467,17,true,false,0,3,79,1369734514,false
0,,4,9,1561,8,false,false,0,3,136,1370731836,true
8,,3,13,1658,17,true,true,5,13,177,1370831856,true
4,,4,22,2336,39,false,true,5,25,244,1370936237,false
2,,7,1,2165,95,true,false,0,4,195,1371081030,false
4,,1,22,1430,17,false,true,6,8,137,1371573646,false
4,,3,11,1206,11,true,true,3,11,160,1371646674,true
10,,6,18,2059,39,false,true,3,14,159,1371705732,false
14,,8,22,3298,39,false,true,3,21,304,1371796630,false
7,,1,26,2180,39,false,true,11,15,238,1373446540,false
6,,4,14,2295,95,true,true,3,12,275,1373579966,true
5,,5,31,2185,11,false,false,1,4,304,1373718928,true
9,,4,15,2064,11,true,true,4,13,287,1373851859,true
10,,7,11,2098,17,false,true,3,17,185,1373981276,false
18,,5,20,2461,11,true,true,5,13,316,1374106366,true
11,,7,17,2878,39,true,false,3,19,298,1374236717,false
7,,3,29,1670,11,true,true,6,19,241,1374529820,true
10,,2,39,2421,8,false,true,6,9,312,1374758975,false
0,,7,3,1749,17,false,false,0,5,164,1374905966,true
14,,8,20,3046,39,true,true,3,21,274,1374829975,true
4,,6,23,2338,39,true,false,2,15,240,1374983075,false
6,,6,14,2043,17,false,false,1,4,209,1374944368,true
5,,3,14,1659,39,true,true,4,14,124,1376434090,true
2,,7,11,1755,17,true,false,0,4,182,1376538510,false
3,,11,19,2783,95,true,false,0,5,273,1376840710,false
9,,9,24,2604,35,false,false,1,3,265,1376659585,true
8,,11,14,2583,17,false,false,1,4,225,1380870021,true
7,,5,25,1831,39,false,true,3,12,162,1380972419,false
15,,12,19,3077,11,true,false,2,18,287,1381275016,false
7,,11,8,1793,17,true,false,1,7,121,1381441619,false
11,,6,13,2325,17,false,true,3,14,252,1383238954,false
8,,4,26,2087,11,true,true,4,13,238,1383393451,true
14,13753,5,31,3106,39,false,true,4,10,312,1388891306,false
3,14683,3,34,1719,11,true,true,4,14,275,1388989314,true
13,13919,5,17,2130,11,false,true,3,9,236,1389049274,false
8,7411,4,17,1421,46,true,true,2,5,144,1389132857,true
3,8895,4,13,1786,17,false,false,1,4,170,1389180490,true
3,8002,1,9,1181,95,true,true,4,5,133,1389103272,true
9,24693,5,20,1672,35,false,true,4,20,196,1389221822,false
6,12186,3,7,1438,25,false,true,4,12,127,1390545687,false
2,9126,3,10,1507,39,false,false,2,6,116,1391102665,true
4,15470,2,13,1292,11,false,true,5,13,140,1393340484,false
6,12211,8,5,2214,17,true,false,1,10,160,1393485839,false
7,19816,5,23,2776,11,false,false,3,13,381,1393636193,true
17,27926,8,16,2629,17,true,true,4,22,258,1393784486,true
5,23449,0,17,1497,39,false,true,26,21,169,1394812861,false
7,23439,9,28,3633,11,false,false,2,14,430,1394855714,true
14,16336,5,4,2485,8,false,true,4,14,226,1394939175,false
11,17273,3,10,1811,17,false,true,5,11,152,1395004962,false
4,6907,9,15,1685,11,false,false,0,4,179,1395056068,true
10,10037,3,55,2208,39,false,true,4,7,243,1395105567,false
9,14635,4,15,2213,11,true,true,4,12,290,1395169956,true
9,18323,5,19,2799,39,true,true,4,18,290,1397286164,true
8,12115,3,14,2098,8,false,true,5,12,218,1397374450,false
8,14919,3,29,1666,11,true,true,5,12,202,1397448736,true
18,24288,5,9,2758,17,true,true,5,14,212,1397516741,true
7,15434,4,14,1848,8,false,true,4,14,231,1397625716,false
16,18228,11,18,2680,35,false,true,2,13,230,1397707767,false
1,4763,6,5,1067,17,true,false,0,4,75,1397914652,false
3,6185,4,1,1691,25,true,false,1,4,63,1397998356,false
2,12893,9,13,2167,25,false,false,1,9,164,1398107033,true
2,1332,10,9,1606,8,false,false,0,1,83,1399699156,true
10,8033,4,1,1998,7,true,true,2,3,63,1399773011,true
3,7626,13,6,2517,99,true,false,0,3,141,1399878682,false
11,28316,4,11,2196,39,false,true,7,26,180,1400000963,false
1,3277,9,15,1408,11,true,false,0,0,110,1400122621,false
11,11496,7,21,2387,11,false,true,2,7,283,1400245538,false
13,15877,3,21,1760,39,true,true,5,10,141,1409109199,true
5,17762,6,13,1970,46,false,true,2,15,194,1409211664,false
11,16174,2,31,2117,8,true,true,7,11,283,1409317790,true
16,13589,11,6,2592,17,true,true,2,10,234,1409441902,true
4,18056,11,25,2266,39,true,false,1,9,197,1409570237,false
9,12977,10,9,2623,2,false,false,2,15,132,1411547324,true
8,17136,7,10,2466,17,false,false,2,13,180,1411650133,true
7,9756,11,16,1935,39,true,false,1,5,119,1411744795,false
2,9661,2,18,1394,39,true,true,3,8,144,1411839839,true
5,12385,7,12,2178,39,false,false,2,11,180,1411931495,true
14,9641,9,6,3130,75,false,true,2,10,86,1413750815,false
12,6719,2,2,1764,16,false,true,5,5,87,1413863569,false
17,21131,10,25,3034,39,false,true,3,16,234,1413940244,false
8,13421,11,5,3070,93,false,false,1,11,221,1414095348,true
9,15163,9,21,2581,39,true,false,2,11,266,1414319215,false
24,10637,14,5,2632,7,true,false,1,4,61,1415883794,false
6,15472,3,13,2610,39,true,false,4,11,289,1415975330,false
21,15754,10,8,2947,17,false,false,2,7,260,1416079574,true
14,18395,2,10,1652,11,true,true,9,13,225,1416210482,true
9,8393,10,12,2513,95,true,false,1,6,215,1416304425,false
9,16485,5,18,1873,39,true,true,4,16,168,1418289167,true
24,34898,10,11,3223,17,false,true,4,25,247,1418381648,false
13,24635,4,33,2965,39,false,false,6,19,350,1418749884,true
17,8406,8,8,2220,26,true,false,2,6,49,1418548655,false
8,12825,12,14,3061,95,true,false,1,10,243,1418894291,false
14,16855,8,22,2244,11,true,true,3,13,330,1419017375,true
16,19314,2,6,2168,17,false,true,9,13,232,1420350875,false
6,17941,6,25,2556,39,false,false,2,11,228,1420239615,true
8,9013,3,2,1517,26,false,true,4,9,25,1420454157,false
8,4045,9,1,2520,86,true,true,1,2,65,1420531426,true
12,9964,2,6,1992,8,false,true,6,8,239,1420663321,false
5,10759,2,22,2111,8,false,true,4,9,275,1420773738,false
10,22061,4,41,1996,8,true,true,5,15,239,1420887617,true
8,20110,7,8,2151,17,true,true,3,17,206,1422665951,true
10,24664,5,32,2630,39,true,true,5,20,281,1422762312,true
7,17478,2,13,2146,8,false,true,6,12,369,1423027971,false
18,20648,2,17,1866,17,true,true,9,11,196,1423148025,true
2,5638,7,15,1151,39,true,false,0,4,70,1423250164,false
8,9551,3,8,1548,8,false,true,4,10,187,1423330342,false
4,14167,7,12,2887,25,false,false,1,10,246,1423428943,true
11,23008,4,8,2163,17,false,true,6,19,189,1423584759,false
7,12691,4,30,2371,95,false,true,3,12,313,1423707627,false
10,10830,6,5,2025,8,true,true,3,13,183,1426126678,true
5,17518,0,16,1413,39,true,true,19,14,133,1426223579,true
13,15461,6,8,2807,11,true,true,3,9,352,1426291033,true
4,6435,12,2,2062,26,true,false,0,6,24,1427624332,false
9,17786,9,16,2566,95,false,false,2,13,203,1427708657,true
17,12012,12,2,2066,2,true,true,2,11,83,1427817604,true
5,9068,8,33,1875,11,true,false,1,5,228,1431949335,false
6,6393,14,5,1976,26,false,false,0,6,20,1450287489,true
22,15486,9,9,2346,17,true,true,3,8,172,1451461044,true
12,14542,3,13,1884,11,true,true,5,10,235,1451544287,true
19,28264,6,22,3163,39,true,true,5,21,262,1451615754,true
10,25376,11,10,3230,25,false,false,2,22,226,1451743125,true
3,12890,13,1,1847,93,false,false,1,11,106,1452465314,true
11,10259,13,8,3044,81,true,false,1,6,213,1452572914,false
4,13092,0,20,1191,39,true,true,17,13,122,1452704103,true
15,23691,8,6,1851,11,false,true,3,16,210,1452764286,false
12,27495,5,11,2026,17,false,true,5,21,207,1454403669,false
8,9561,3,10,1797,49,false,true,3,6,172,1454523741,false
13,17668,3,15,1722,93,true,true,6,12,172,1454715815,true
7,13866,7,7,2625,17,false,false,1,7,246,1454819965,true
16,14916,5,10,2260,17,true,true,4,8,200,1455010940,true
6,11065,2,7,1711,17,false,true,5,11,175,1455130068,false
11,13626,3,13,1881,17,true,false,4,5,169,1456386674,false
14,23932,1,3,2176,93,false,true,15,16,184,1456478129,false
20,31707,4,18,2329,39,true,true,9,25,202,1456615047,true
18,28477,3,19,1582,11,false,true,9,20,171,1456724139,false
7,8428,6,4,2004,17,true,false,1,6,197,1457332993,false
13,26378,6,10,2387,54,true,true,4,21,202,1457492837,true
7,13306,10,23,2996,6,false,false,1,12,265,1457628566,true
6,13281,8,9,2070,13,false,false,1,9,141,1459737996,true
13,18705,4,9,1981,17,true,true,6,18,210,1459866725,true
17,28596,3,16,1602,17,true,true,9,21,153,1459995824,true
9,17307,12,13,1946,74,true,false,1,13,136,1460132062,false
11,30520,13,0,2241,99,false,false,1,14,124,1460250325,true
32,26269,15,11,4240,17,false,true,3,16,441,1462348558,false
20,18753,5,15,1856,39,false,true,5,10,143,1462552297,false
18,7593,3,1,2638,7,true,true,6,6,75,1462647297,true
11,15246,6,13,2020,11,false,true,2,8,246,1462803487,false
1,4412,0,21,719,11,true,true,4,3,84,1464881042,true
10,19446,9,8,2552,17,false,false,2,15,207,1464933531,true
8,14162,3,15,1595,11,true,true,4,11,204,1465066795,true
12,15612,7,9,1959,17,true,false,2,8,200,1465164009,false
21,27734,0,12,1922,39,true,true,43,22,160,1467123144,true
5,9616,0,10,1479,17,true,true,12,7,151,1467200839,true
12,6368,7,0,2094,7,false,false,1,0,39,1467261177,true
12,24340,6,27,3307,39,false,false,3,11,283,1467346603,true
20,7460,7,1,3041,7,false,false,2,1,38,1467605152,true
8,12767,9,20,2627,11,true,false,1,8,303,1467771651,false
23,22688,5,4,2340,17,false,true,6,14,265,1467950160,false
4,16334,1,10,1746,8,true,true,8,13,232,1468182621,true
8,15631,9,7,2479,93,false,false,2,13,169,1468267888,true
3,5130,7,7,1332,11,false,false,0,1,115,1469634957,true
11,15277,2,24,2635,11,false,true,6,7,395,1469696969,false
14,23987,2,12,1899,17,false,true,11,20,163,1469796418,false
15,9534,3,4,1728,7,true,true,5,6,56,1469907571,true
21,9986,1,5,2385,7,true,true,12,3,38,1470034338,true
9,18124,3,6,1638,25,true,true,6,17,96,1470194342,true
9,20243,3,14,2059,39,true,true,7,19,201,1470309212,true
13,20211,1,13,2378,11,true,true,14,15,362,1470586284,true
21,23534,2,10,2588,17,false,true,11,14,236,1470693906,false
10,16608,2,20,2357,11,false,true,7,13,305,1472066548,false
17,20200,11,6,3517,17,true,false,2,14,327,1472225871,false
11,5708,6,10,1831,42,false,false,1,2,145,1472426764,true
15,19392,3,6,2373,17,true,true,8,20,258,1472573053,true
11,13958,4,14,2788,46,false,true,4,10,340,1472718617,false
6,5417,9,1,2003,17,true,false,1,4,177,1472879904,false
6,12695,3,3,1854,17,false,false,3,8,171,1472990035,true
7,25102,5,4,2430,25,false,true,4,21,189,1473093020,false
20,19486,7,11,2892,25,true,true,4,13,264,1474836984,true
19,28304,3,6,1953,17,true,true,11,25,211,1474722111,true
12,12901,1,5,2271,17,true,true,10,9,255,1475201116,true
9,18243,6,13,2484,11,true,false,2,10,273,1475028199,false
8,15640,4,15,2915,11,true,false,3,9,385,1475360712,false
14,15924,7,15,2206,11,false,true,2,8,236,1475518096,false
5,22174,1,22,2279,39,false,true,12,19,236,1475640269,false
15,19000,5,14,2254,17,false,false,4,11,166,1477374939,true
23,17238,4,24,2078,39,true,true,6,10,136,1477498774,true
7,19504,5,20,1917,25,false,true,3,14,153,1477669360,false
12,6300,7,1,2095,7,true,false,1,1,29,1477921051,false
16,18948,2,6,2642,17,false,true,11,18,276,1478053439,false
9,4366,5,0,1822,7,false,false,1,2,23,1478228001,true
13,17624,2,13,2502,11,false,true,8,11,372,1478355158,false
14,14066,2,13,1931,39,true,true,8,11,129,1480662846,true
13,8738,3,4,2580,26,false,false,5,8,57,1480795717,true
10,15074,7,4,2391,49,true,false,2,11,158,1480973609,false
10,20009,7,7,2871,25,false,true,4,25,221,1481173084,false
14,26649,4,27,3079,39,true,true,6,17,269,1481336431,true
3,6882,6,10,1914,8,false,false,0,3,211,1481927102,true
7,11787,7,4,2324,49,false,false,2,13,168,1481975132,true
6,25909,3,12,2231,17,true,true,8,29,254,1482026354,true
